Base,SingleMineral,hotkey00,hotkey01,hotkey02,hotkey10,hotkey11,hotkey12,hotkey20,hotkey21,hotkey22,hotkey30,hotkey31,hotkey32,hotkey40,hotkey41,hotkey42,hotkey50,hotkey51,hotkey52,hotkey60,hotkey61,hotkey62,hotkey70,hotkey71,hotkey72,hotkey80,hotkey81,hotkey82,hotkey90,hotkey91,hotkey92,race,battleneturl
0,0,0,1,0,6,0,30,2,0,17,1,0,0,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/4417787/1/HyuN/
2,0,1,0,0,7,0,38,1,0,0,1,0,45,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,Protoss,http://us.battle.net/sc2/en/profile/4174681/1/AxAlicia/
0,0,0,1,0,9,0,27,2,0,22,1,0,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/4417787/1/HyuN/
2,0,1,0,0,9,0,36,1,0,0,1,0,45,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,Protoss,http://us.battle.net/sc2/en/profile/4174681/1/AxAlicia/
3,0,1,0,0,1,0,0,2,0,13,3,0,16,1,0,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/4417787/1/HyuN/
0,0,0,1,0,8,0,25,2,0,25,1,0,6,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/3301677/1/CMRevival/
0,0,0,1,0,8,0,20,2,0,13,1,0,1,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/4417787/1/HyuN/
0,0,1,0,0,1,0,0,1,0,11,4,0,27,1,0,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/3301677/1/CMRevival/
0,0,0,0,0,3,0,1,1,0,4,1,0,16,1,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3985949/1/Bomber/
0,0,0,0,0,4,0,41,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/4589387/1/ToodmingCN/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3985949/1/Bomber/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/4589387/1/ToodmingCN/
0,0,1,0,0,1,0,18,1,0,0,1,0,52,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3179642/1/CMStormPolt/
0,0,0,0,0,1,0,60,1,0,21,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/5376901/1/SpiderCheck/
0,0,1,0,0,1,0,12,1,0,0,1,0,50,1,0,10,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3179642/1/CMStormPolt/
0,0,0,0,0,1,0,60,1,0,24,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/5376901/1/SpiderCheck/
0,0,0,0,0,2,0,43,1,0,49,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3985949/1/Bomber/
6,0,0,0,0,1,0,61,1,0,27,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/5376901/1/SpiderCheck/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3985949/1/Bomber/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/5376901/1/SpiderCheck/
0,5,0,0,0,2,0,42,1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3985949/1/Bomber/
0,0,0,0,0,1,0,63,1,0,23,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/5376901/1/SpiderCheck/
0,0,1,0,0,1,0,19,1,0,0,1,0,51,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Terran,http://us.battle.net/sc2/en/profile/3179642/1/CMStormPolt/
4,0,0,0,0,0,0,0,1,0,4,1,0,22,1,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/4589387/1/ToodmingCN/
0,0,1,0,2,1,0,20,1,0,0,1,0,51,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3179642/1/CMStormPolt/
0,0,0,0,0,1,0,0,1,0,4,1,0,17,1,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/4589387/1/ToodmingCN/
0,0,1,0,1,1,0,14,1,0,0,1,0,47,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3179642/1/CMStormPolt/
0,1,0,0,0,2,0,1,1,0,3,1,0,15,1,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/4589387/1/ToodmingCN/
0,0,0,0,0,2,0,42,1,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3985949/1/Bomber/
0,0,0,0,0,0,0,0,1,0,5,1,0,17,1,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/4589387/1/ToodmingCN/
0,0,0,0,0,3,0,42,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3985949/1/Bomber/
0,0,0,0,0,0,0,0,1,0,3,1,0,10,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/4589387/1/ToodmingCN/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,1,0,72,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/3202227/1/viOLet/
0,14,1,0,0,2,0,17,1,0,0,1,0,62,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Terran,http://us.battle.net/sc2/en/profile/3819890/1/shofu/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,1,0,62,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/3202227/1/viOLet/
0,7,1,0,0,2,0,17,1,0,0,1,0,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Terran,http://us.battle.net/sc2/en/profile/3819890/1/shofu/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/3202227/1/viOLet/
0,9,1,0,0,2,0,18,1,0,0,1,0,66,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Terran,http://us.battle.net/sc2/en/profile/3819890/1/shofu/
0,13,1,0,0,1,0,35,2,0,10,1,0,0,2,0,31,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,Terran,http://us.battle.net/sc2/en/profile/3502513/1/LiquidTaeJa/
2,0,0,0,0,0,0,0,1,0,38,1,0,56,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/3085708/1/SadArthur/
0,1,1,0,0,1,0,45,2,0,5,1,0,0,3,0,37,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,Terran,http://us.battle.net/sc2/en/profile/3502513/1/LiquidTaeJa/
2,0,0,0,0,0,0,0,1,0,39,1,0,54,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/3085708/1/SadArthur/
0,3,1,0,0,2,0,26,1,0,0,1,0,64,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Protoss,http://us.battle.net/sc2/en/profile/3085708/1/SadArthur/
3,0,0,0,0,1,0,0,1,0,34,3,0,55,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3819890/1/shofu/
0,3,1,0,0,2,0,21,1,0,0,1,0,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Protoss,http://us.battle.net/sc2/en/profile/3085708/1/SadArthur/
2,0,0,0,0,0,0,0,1,0,37,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3819890/1/shofu/
0,7,1,0,0,1,0,35,2,0,7,1,0,0,3,0,39,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,Zerg,http://us.battle.net/sc2/en/profile/3202227/1/viOLet/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3502513/1/LiquidTaeJa/
0,1,1,0,0,1,0,40,4,0,10,1,0,0,3,0,35,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,Zerg,http://us.battle.net/sc2/en/profile/3202227/1/viOLet/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3502513/1/LiquidTaeJa/
0,1,1,0,0,3,0,26,1,0,0,1,0,65,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Zerg,http://us.battle.net/sc2/en/profile/3202227/1/viOLet/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3819890/1/shofu/
0,0,1,0,0,2,0,26,1,0,1,1,0,66,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Zerg,http://us.battle.net/sc2/en/profile/3202227/1/viOLet/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3819890/1/shofu/
0,1,1,0,0,2,0,23,1,0,0,1,0,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Zerg,http://us.battle.net/sc2/en/profile/3202227/1/viOLet/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3819890/1/shofu/
0,3,1,0,0,2,0,22,1,0,0,1,0,68,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Zerg,http://us.battle.net/sc2/en/profile/3202227/1/viOLet/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3819890/1/shofu/
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/359604/1/Raikou/
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/4889207/1/fighterfate/
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/5791764/1/Pinacoco/
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/2074974/1/StrangeO/
1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/42251/2/Pai/
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/5778652/1/HillTopper/
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/318434/1/Camdozer/
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/3324028/1/Mousehunter/
2,27,0,0,0,1,0,49,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3985949/1/Bomber/
0,4,0,0,0,1,0,40,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/4665241/1/Pigbaby/
2,0,0,0,0,1,0,71,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3985949/1/Bomber/
0,0,0,0,0,1,0,34,1,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/4665241/1/Pigbaby/
2,23,1,0,0,1,0,50,3,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Terran,http://us.battle.net/sc2/en/profile/3985949/1/Bomber/
0,5,0,0,0,5,0,37,1,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/4665241/1/Pigbaby/
2,30,0,0,0,1,0,50,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3985949/1/Bomber/
0,0,0,0,0,1,0,34,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/4665241/1/Pigbaby/
0,0,0,0,0,2,0,33,1,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/3985949/1/Bomber/
2,26,0,0,0,1,0,51,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/4665241/1/Pigbaby/
0,0,0,0,0,3,0,38,1,0,52,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,Terran,http://us.battle.net/sc2/en/profile/3985949/1/Bomber/
2,27,0,0,0,1,0,51,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/4665241/1/Pigbaby/
25,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,36,Zerg,http://us.battle.net/sc2/en/profile/3301677/1/CMRevival/
0,0,0,0,0,1,0,0,1,0,22,2,0,14,1,0,0,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/2575821/1/HuK/
0,0,0,0,0,1,0,3,2,0,14,2,0,24,1,0,0,1,0,53,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/2575821/1/HuK/
16,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,43,Zerg,http://us.battle.net/sc2/en/profile/3301677/1/CMRevival/
20,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,38,Protoss,http://us.battle.net/sc2/en/profile/2575821/1/HuK/
1,11,0,0,0,1,0,54,0,0,0,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/1317068/1/LiquidHerO/
18,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,38,Protoss,http://us.battle.net/sc2/en/profile/1317068/1/LiquidHerO/
4,9,0,0,0,1,0,50,1,0,1,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/2575821/1/HuK/
21,1,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,36,Protoss,http://us.battle.net/sc2/en/profile/1317068/1/LiquidHerO/
6,11,0,0,0,1,0,49,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/2575821/1/HuK/
0,0,0,0,0,1,0,0,2,0,16,2,0,23,2,0,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/1317068/1/LiquidHerO/
1,13,0,0,0,1,0,52,0,0,0,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/3301677/1/CMRevival/
0,0,0,0,0,1,0,1,2,0,18,2,0,22,1,0,0,1,0,47,1,0,5,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/1317068/1/LiquidHerO/
5,8,0,0,0,1,0,51,1,0,0,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/3301677/1/CMRevival/
2,14,0,0,0,1,0,52,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/3301677/1/CMRevival/
0,0,1,0,0,1,0,1,1,0,15,2,0,19,1,0,0,1,0,46,1,0,9,1,0,0,1,0,0,1,0,0,Protoss,http://us.battle.net/sc2/en/profile/4665241/1/Pigbaby/
0,0,0,0,0,1,0,0,2,0,17,2,0,22,2,0,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/4665241/1/Pigbaby/
2,21,0,0,0,1,0,50,5,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/3301677/1/CMRevival/
16,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,Protoss,http://us.battle.net/sc2/en/profile/4665241/1/Pigbaby/
2,0,0,0,0,1,0,62,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/2575821/1/HuK/
9,0,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,46,Protoss,http://us.battle.net/sc2/en/profile/4665241/1/Pigbaby/
2,19,0,0,0,1,0,48,6,0,21,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/2575821/1/HuK/
2,13,0,0,0,1,0,54,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/2575821/1/HuK/
17,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,Protoss,http://us.battle.net/sc2/en/profile/4665241/1/Pigbaby/
9,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,0,4,6,0,1,1,0,15,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/5142993/1/Bomber/
0,0,0,0,0,2,0,34,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/3650249/1/CranK/
0,0,0,0,0,4,0,33,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/3650249/1/CranK/
16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,8,5,0,1,1,0,14,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/5142993/1/Bomber/
0,0,1,0,0,1,0,4,1,0,37,1,0,9,1,0,22,1,0,19,1,0,0,1,0,0,1,0,0,1,0,0,Terran,http://us.battle.net/sc2/en/profile/2541852/1/MaSa/
0,2,0,0,0,3,0,35,1,0,54,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,Terran,http://us.battle.net/sc2/en/profile/5142993/1/Bomber/
0,0,1,0,0,1,0,6,1,0,26,1,0,14,1,0,18,1,0,27,1,0,0,1,0,0,1,0,0,1,0,0,Terran,http://us.battle.net/sc2/en/profile/5142993/1/Bomber/
0,0,0,0,0,4,0,40,3,0,47,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,Terran,http://us.battle.net/sc2/en/profile/2541852/1/MaSa/
0,0,0,0,0,4,0,34,1,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/2541852/1/MaSa/
0,1,1,0,0,2,0,6,2,0,27,1,0,19,1,0,17,2,0,17,1,0,0,2,0,0,1,0,0,1,0,0,Terran,http://us.battle.net/sc2/en/profile/5142993/1/Bomber/
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,1,0,11,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/2133676/1/aloOla/
0,24,1,0,0,2,0,0,1,0,16,1,0,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/3650249/1/CranK/
12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,10,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/2133676/1/aloOla/
0,0,1,0,0,4,0,3,1,0,8,1,0,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/3650249/1/CranK/
7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,4,0,1,1,0,15,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/2133676/1/aloOla/
7,18,1,0,0,3,0,4,1,0,12,1,0,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/3650249/1/CranK/
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/2133676/1/aloOla/
0,26,1,0,0,4,0,0,1,0,12,1,0,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/2541852/1/MaSa/
0,0,0,0,0,2,0,20,2,0,12,1,0,23,1,0,1,1,0,28,0,0,0,2,0,0,0,0,0,0,0,0,Terran,http://us.battle.net/sc2/en/profile/2541852/1/MaSa/
7,13,1,0,0,6,0,6,1,0,4,1,0,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/2133676/1/aloOla/
8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,14,2,0,1,1,0,22,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/2133676/1/aloOla/
0,29,1,0,0,6,0,2,1,0,7,1,0,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/3650249/1/CranK/
15,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,6,0,11,6,0,13,1,0,19,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/2133676/1/aloOla/
0,16,1,0,0,5,0,2,1,0,14,1,0,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/3650249/1/CranK/
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,2,0,21,1,0,43,0,0,0,Terran,http://us.battle.net/sc2/en/profile/2735594/1/coLqxc/
0,0,0,0,0,1,0,60,0,0,0,0,0,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/3426440/1/llllllllllll/
3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,27,1,0,18,1,0,39,0,0,0,Terran,http://us.battle.net/sc2/en/profile/2735594/1/coLqxc/
0,19,0,0,0,1,0,50,0,0,0,1,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/3426440/1/llllllllllll/
1,0,1,0,0,0,0,0,0,0,0,1,0,14,0,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/3426440/1/llllllllllll/
3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,34,1,0,9,1,0,42,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/2553612/1/puCK/
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,42,0,0,0,1,0,48,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/3426440/1/llllllllllll/
1,0,1,0,0,0,0,0,0,0,0,1,0,19,0,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/2553612/1/puCK/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/2553612/1/puCK/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/3202227/1/viOLet/
1,0,1,0,0,0,0,0,0,0,0,1,0,18,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zerg,http://us.battle.net/sc2/en/profile/3202227/1/viOLet/
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,1,0,62,0,0,0,0,0,0,0,0,0,0,0,0,Protoss,http://us.battle.net/sc2/en/profile/2553612/1/puCK/
